WKT,latitude,longitude,brightness,scan,track,acq_date,acq_time,acq_datetime,confidence,brightness_2,frp
"POINT (-77.42747 36.49827)",36.49827,-77.42747,297.19,0.42,0.38,2023-10-01,712,2023/10/01 07:12:00+00,n,285.62,0.42
"POINT (-90.33998 38.18417)",38.18417,-90.33998,307.52,0.33,0.55,2023-10-01,712,2023/10/01 07:12:00+00,n,291.87,0.85
"POINT (-86.68927 37.89672)",37.89672,-86.68927,300.85,0.42,0.45,2023-10-01,712,2023/10/01 07:12:00+00,n,289.72,0.51
"POINT (-86.6866 37.89792)",37.89792,-86.6866,300.24,0.42,0.45,2023-10-01,712,2023/10/01 07:12:00+00,n,289.97,0.83
"POINT (-90.34058 38.18164)",38.18164,-90.34058,310.67,0.33,0.55,2023-10-01,712,2023/10/01 07:12:00+00,n,292.26,0.84
"POINT (-92.138 38.39116)",38.39116,-92.138,302.86,0.42,0.61,2023-10-01,712,2023/10/01 07:12:00+00,n,289.59,0.71
"POINT (-84.38765 39.48645)",39.48645,-84.38765,307.69,0.51,0.41,2023-10-01,712,2023/10/01 07:12:00+00,n,290.3,1.59
"POINT (-84.38243 39.48204)",39.48204,-84.38243,300.57,0.51,0.41,2023-10-01,712,2023/10/01 07:12:00+00,n,289.2,1.04
"POINT (-84.38457 39.47073)",39.47073,-84.38457,323.55,0.51,0.41,2023-10-01,712,2023/10/01 07:12:00+00,n,289.11,2.96
"POINT (-87.18714 37.32056)",37.32056,-87.18714,337.57,0.44,0.46,2023-10-01,712,2023/10/01 07:12:00+00,n,289.16,4.75
"POINT (-84.40236 39.47267)",39.47267,-84.40236,312.89,0.51,0.41,2023-10-01,712,2023/10/01 07:12:00+00,n,291.7,2.01
"POINT (-87.18224 37.3201)",37.3201,-87.18224,308.56,0.44,0.46,2023-10-01,712,2023/10/01 07:12:00+00,n,288.55,6.36
"POINT (-84.383 39.48233)",39.48233,-84.383,299.65,0.51,0.41,2023-10-01,712,2023/10/01 07:12:00+00,n,288.91,1.3
"POINT (-84.58533 36.97121)",36.97121,-84.58533,298.53,0.49,0.4,2023-10-01,712,2023/10/01 07:12:00+00,n,287.48,0.51
"POINT (-84.38512 39.47103)",39.47103,-84.38512,323.03,0.51,0.41,2023-10-01,712,2023/10/01 07:12:00+00,n,289.12,3.14
"POINT (-84.40288 39.47306)",39.47306,-84.40288,310.53,0.51,0.41,2023-10-01,712,2023/10/01 07:12:00+00,n,290.53,1.67
"POINT (-88.15107 37.22445)",37.22445,-88.15107,301.94,0.49,0.49,2023-10-01,712,2023/10/01 07:12:00+00,n,287.96,0.84
"POINT (-77.89041 38.48261)",38.48261,-77.89041,303.17,0.4,0.37,2023-10-01,712,2023/10/01 07:12:00+00,n,286.05,0.83
"POINT (-91.31812 39.68132)",39.68132,-91.31812,301.96,0.39,0.59,2023-10-01,712,2023/10/01 07:12:00+00,n,291.04,0.87
"POINT (-94.13932 37.35269)",37.35269,-94.13932,313.43,0.53,0.67,2023-10-01,712,2023/10/01 07:12:00+00,n,288.51,1.43
"POINT (-84.24342 38.83625)",38.83625,-84.24342,317.89,0.49,0.41,2023-10-01,712,2023/10/01 07:12:00+00,n,288.43,1.84
"POINT (-84.23787 38.83562)",38.83562,-84.23787,307.64,0.49,0.41,2023-10-01,712,2023/10/01 07:12:00+00,n,288.65,1.84
"POINT (-87.5818 36.94276)",36.94276,-87.5818,300.65,0.46,0.47,2023-10-01,712,2023/10/01 07:12:00+00,n,289.81,1.06
"POINT (-84.76295 38.83707)",38.83707,-84.76295,299.55,0.52,0.42,2023-10-01,712,2023/10/01 07:12:00+00,n,287.51,0.67
"POINT (-82.82417 38.60063)",38.60063,-82.82417,303.84,0.44,0.38,2023-10-01,712,2023/10/01 07:12:00+00,n,289.78,0.98
"POINT (-79.88142 35.96538)",35.96538,-79.88142,298.68,0.39,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,286.77,0.34
"POINT (-82.8299 38.59778)",38.59778,-82.8299,302.45,0.44,0.38,2023-10-01,712,2023/10/01 07:12:00+00,n,289.31,0.98
"POINT (-86.80728 36.80846)",36.80846,-86.80728,309.91,0.41,0.45,2023-10-01,712,2023/10/01 07:12:00+00,n,288.96,0.72
"POINT (-84.99477 38.75901)",38.75901,-84.99477,300.7,0.53,0.42,2023-10-01,712,2023/10/01 07:12:00+00,n,289.21,0.95
"POINT (-78.83746 35.71343)",35.71343,-78.83746,300.2,0.4,0.37,2023-10-01,712,2023/10/01 07:12:00+00,n,287.26,0.52
"POINT (-87.72668 38.99891)",38.99891,-87.72668,305.47,0.49,0.48,2023-10-01,712,2023/10/01 07:12:00+00,n,292.75,1.75
"POINT (-95.46465 37.12559)",37.12559,-95.46465,304.52,0.63,0.72,2023-10-01,712,2023/10/01 07:12:00+00,n,289.99,2.08
"POINT (-76.80759 37.53814)",37.53814,-76.80759,304.82,0.43,0.38,2023-10-01,712,2023/10/01 07:12:00+00,n,290.21,1.13
"POINT (-95.45741 37.1254)",37.1254,-95.45741,305.07,0.63,0.72,2023-10-01,712,2023/10/01 07:12:00+00,n,289.7,1.92
"POINT (-79.99366 37.80465)",37.80465,-79.99366,297.59,0.38,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,287.31,0.6
"POINT (-83.81994 35.79409)",35.79409,-83.81994,299.48,0.44,0.39,2023-10-01,712,2023/10/01 07:12:00+00,n,286.03,0.69
"POINT (-90.06786 38.8395)",38.8395,-90.06786,305.06,0.33,0.55,2023-10-01,712,2023/10/01 07:12:00+00,n,292.43,1.18
"POINT (-87.82827 36.1554)",36.1554,-87.82827,301.98,0.46,0.47,2023-10-01,712,2023/10/01 07:12:00+00,n,288.77,0.92
"POINT (-90.06406 38.83925)",38.83925,-90.06406,306.31,0.33,0.55,2023-10-01,712,2023/10/01 07:12:00+00,n,294.19,1.18
"POINT (-87.82314 36.15491)",36.15491,-87.82314,305.51,0.46,0.47,2023-10-01,712,2023/10/01 07:12:00+00,n,288.77,0.99
"POINT (-90.01663 38.82092)",38.82092,-90.01663,306.55,0.32,0.55,2023-10-01,712,2023/10/01 07:12:00+00,n,289.05,0.43
"POINT (-93.39413 36.45207)",36.45207,-93.39413,312.05,0.48,0.64,2023-10-01,712,2023/10/01 07:12:00+00,n,285.55,1.02
"POINT (-86.37859 35.9364)",35.9364,-86.37859,301.93,0.38,0.44,2023-10-01,712,2023/10/01 07:12:00+00,n,288.94,1
"POINT (-90.13705 38.69713)",38.69713,-90.13705,310.68,0.33,0.55,2023-10-01,712,2023/10/01 07:12:00+00,n,293.29,1.08
"POINT (-86.37756 35.93455)",35.93455,-86.37756,307.25,0.38,0.43,2023-10-01,712,2023/10/01 07:12:00+00,n,289.09,0.95
"POINT (-90.13326 38.6969)",38.6969,-90.13326,313.32,0.33,0.55,2023-10-01,712,2023/10/01 07:12:00+00,n,294.25,1.08
"POINT (-93.39597 36.45506)",36.45506,-93.39597,296.62,0.48,0.64,2023-10-01,712,2023/10/01 07:12:00+00,n,285.89,0.78
"POINT (-93.39065 36.45481)",36.45481,-93.39065,302.15,0.48,0.64,2023-10-01,712,2023/10/01 07:12:00+00,n,285.18,0.78
"POINT (-90.13522 38.6991)",38.6991,-90.13522,314.14,0.33,0.55,2023-10-01,712,2023/10/01 07:12:00+00,n,294.33,1.04
"POINT (-87.00787 35.87769)",35.87769,-87.00787,298.81,0.41,0.45,2023-10-01,712,2023/10/01 07:12:00+00,n,288.78,0.34
"POINT (-90.13143 38.69884)",38.69884,-90.13143,306.6,0.33,0.55,2023-10-01,712,2023/10/01 07:12:00+00,n,294.05,1.04
"POINT (-79.99747 37.46082)",37.46082,-79.99747,297.06,0.38,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,286.22,0.48
"POINT (-95.70352 36.38544)",36.38544,-95.70352,311.92,0.64,0.72,2023-10-01,712,2023/10/01 07:12:00+00,n,290.38,2.15
"POINT (-80.51266 34.98481)",34.98481,-80.51266,297.27,0.38,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,287.24,0.22
"POINT (-80.87592 35.01796)",35.01796,-80.87592,297.62,0.38,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,287.6,0.29
"POINT (-79.95367 34.86077)",34.86077,-79.95367,307.88,0.39,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,285.77,0.55
"POINT (-94.06993 36.18364)",36.18364,-94.06993,302.66,0.52,0.67,2023-10-01,712,2023/10/01 07:12:00+00,n,287.32,0.95
"POINT (-94.06965 36.18441)",36.18441,-94.06965,299.08,0.52,0.67,2023-10-01,712,2023/10/01 07:12:00+00,n,287.14,0.46
"POINT (-89.78533 35.89422)",35.89422,-89.78533,302.4,0.59,0.53,2023-10-01,712,2023/10/01 07:12:00+00,n,292.18,1.86
"POINT (-87.06559 35.62741)",35.62741,-87.06559,298.64,0.41,0.45,2023-10-01,712,2023/10/01 07:12:00+00,n,288.51,0.31
"POINT (-91.74725 35.79423)",35.79423,-91.74725,305.41,0.38,0.59,2023-10-01,712,2023/10/01 07:12:00+00,n,289.34,0.68
"POINT (-79.89299 34.37611)",34.37611,-79.89299,301.71,0.39,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,288.54,0.69
"POINT (-79.88882 34.37541)",34.37541,-79.88882,316.32,0.39,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,288.31,1.65
"POINT (-87.3471 35.35566)",35.35566,-87.3471,299.59,0.42,0.46,2023-10-01,712,2023/10/01 07:12:00+00,n,287.66,0.63
"POINT (-90.7671 35.54426)",35.54426,-90.7671,302.75,0.33,0.55,2023-10-01,712,2023/10/01 07:12:00+00,n,290.67,0.67
"POINT (-79.56126 34.15319)",34.15319,-79.56126,310.3,0.39,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,289.52,1.04
"POINT (-79.71422 34.17205)",34.17205,-79.71422,298.01,0.39,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,287.17,0.38
"POINT (-81.05383 33.96238)",33.96238,-81.05383,324.67,0.38,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,291.16,1.43
"POINT (-88.32372 34.80503)",34.80503,-88.32372,316.13,0.47,0.48,2023-10-01,712,2023/10/01 07:12:00+00,n,291.49,1.78
"POINT (-87.08362 34.64016)",34.64016,-87.08362,337.96,0.4,0.44,2023-10-01,712,2023/10/01 07:12:00+00,n,292.91,4.28
"POINT (-87.09246 34.64106)",34.64106,-87.09246,306.95,0.4,0.45,2023-10-01,712,2023/10/01 07:12:00+00,n,289.61,1.17
"POINT (-87.08804 34.64061)",34.64061,-87.08804,303.88,0.4,0.44,2023-10-01,712,2023/10/01 07:12:00+00,n,292.17,4.28
"POINT (-84.80081 34.24207)",34.24207,-84.80081,320.69,0.47,0.4,2023-10-01,712,2023/10/01 07:12:00+00,n,291.02,2.2
"POINT (-84.79715 34.24084)",34.24084,-84.79715,324.13,0.47,0.4,2023-10-01,712,2023/10/01 07:12:00+00,n,290.9,1.59
"POINT (-92.47697 34.9014)",34.9014,-92.47697,306.12,0.41,0.61,2023-10-01,712,2023/10/01 07:12:00+00,n,289.29,0.57
"POINT (-80.08396 33.09632)",33.09632,-80.08396,303.1,0.39,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,288.9,0.58
"POINT (-83.9146 33.65727)",33.65727,-83.9146,298.8,0.43,0.38,2023-10-01,712,2023/10/01 07:12:00+00,n,287.97,0.43
"POINT (-79.88728 33.01532)",33.01532,-79.88728,328.92,0.39,0.37,2023-10-01,712,2023/10/01 07:12:00+00,n,290.77,1.16
"POINT (-80.34216 33.09108)",33.09108,-80.34216,302.39,0.39,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,289.84,0.78
"POINT (-79.88806 33.012)",33.012,-79.88806,306.9,0.39,0.37,2023-10-01,712,2023/10/01 07:12:00+00,n,290.51,1.16
"POINT (-86.15363 33.73592)",33.73592,-86.15363,301.24,0.53,0.42,2023-10-01,712,2023/10/01 07:12:00+00,n,289.94,0.86
"POINT (-84.44955 33.39251)",33.39251,-84.44955,319.33,0.44,0.39,2023-10-01,712,2023/10/01 07:12:00+00,n,290.08,1.65
"POINT (-90.67117 30.05544)",30.05544,-90.67117,305.34,0.57,0.52,2023-10-01,714,2023/10/01 07:14:00+00,n,292.54,2.5
"POINT (-83.70342 30.0018)",30.0018,-83.70342,336.66,0.4,0.37,2023-10-01,714,2023/10/01 07:14:00+00,n,291.1,3.72
"POINT (-83.30637 30.65757)",30.65757,-83.30637,303.75,0.4,0.37,2023-10-01,714,2023/10/01 07:14:00+00,n,288.36,0.63
"POINT (-94.99292 31.77554)",31.77554,-94.99292,300.61,0.54,0.68,2023-10-01,714,2023/10/01 07:14:00+00,n,290.01,1.06
"POINT (-93.33928 30.04975)",30.04975,-93.33928,304.83,0.41,0.61,2023-10-01,714,2023/10/01 07:14:00+00,n,293.42,1.44
"POINT (-87.99097 31.15385)",31.15385,-87.99097,320.53,0.41,0.45,2023-10-01,714,2023/10/01 07:14:00+00,n,292.9,2.53
"POINT (-93.30204 30.11509)",30.11509,-93.30204,304.04,0.41,0.61,2023-10-01,714,2023/10/01 07:14:00+00,n,291.89,1.46
"POINT (-87.98667 31.15338)",31.15338,-87.98667,322.52,0.41,0.45,2023-10-01,714,2023/10/01 07:14:00+00,n,294.74,2.53
"POINT (-93.32166 30.19369)",30.19369,-93.32166,303.83,0.41,0.61,2023-10-01,714,2023/10/01 07:14:00+00,n,292.55,0.62
"POINT (-87.98728 31.14926)",31.14926,-87.98728,314.6,0.41,0.45,2023-10-01,714,2023/10/01 07:14:00+00,n,293.8,1.84
"POINT (-90.39595 29.99597)",29.99597,-90.39595,306.52,0.55,0.51,2023-10-01,714,2023/10/01 07:14:00+00,n,295.32,3.12
"POINT (-86.89569 30.98941)",30.98941,-86.89569,315.65,0.54,0.42,2023-10-01,714,2023/10/01 07:14:00+00,n,290.9,2.09
"POINT (-88.01311 30.9459)",30.9459,-88.01311,305.22,0.41,0.45,2023-10-01,714,2023/10/01 07:14:00+00,n,291.44,2.7
"POINT (-93.28832 30.26492)",30.26492,-93.28832,307.97,0.41,0.61,2023-10-01,714,2023/10/01 07:14:00+00,n,292.73,0.64
"POINT (-88.00883 30.94542)",30.94542,-88.00883,302.32,0.41,0.45,2023-10-01,714,2023/10/01 07:14:00+00,n,291.49,1.02
"POINT (-90.67165 30.0556)",30.0556,-90.67165,303.87,0.57,0.52,2023-10-01,714,2023/10/01 07:14:00+00,n,292.56,1.68
"POINT (-88.01373 30.94178)",30.94178,-88.01373,338.22,0.41,0.45,2023-10-01,714,2023/10/01 07:14:00+00,n,294.93,2.7
"POINT (-93.27969 30.24518)",30.24518,-93.27969,307.23,0.41,0.61,2023-10-01,714,2023/10/01 07:14:00+00,n,294.58,2.14
"POINT (-96.17331 31.35333)",31.35333,-96.17331,308.81,0.63,0.72,2023-10-01,714,2023/10/01 07:14:00+00,n,289.62,2.97
"POINT (-96.17419 31.35607)",31.35607,-96.17419,308.87,0.63,0.72,2023-10-01,714,2023/10/01 07:14:00+00,n,289.93,3.12
"POINT (-93.29096 30.26291)",30.26291,-93.29096,309.78,0.41,0.61,2023-10-01,714,2023/10/01 07:14:00+00,n,292.91,1.59
"POINT (-92.25606 30.75043)",30.75043,-92.25606,315.94,0.36,0.58,2023-10-01,714,2023/10/01 07:14:00+00,n,293.4,1.14
"POINT (-88.48958 30.34179)",30.34179,-88.48958,308.22,0.43,0.46,2023-10-01,714,2023/10/01 07:14:00+00,n,296.46,2.43
"POINT (-97.11358 30.54467)",30.54467,-97.11358,312.34,0.71,0.75,2023-10-01,714,2023/10/01 07:14:00+00,n,292.26,1.99
"POINT (-97.11309 30.55163)",30.55163,-97.11309,303.31,0.71,0.75,2023-10-01,714,2023/10/01 07:14:00+00,n,291.83,0.79
"POINT (-97.10983 30.54378)",30.54378,-97.10983,307.04,0.71,0.75,2023-10-01,714,2023/10/01 07:14:00+00,n,291.9,1.63
"POINT (-80.34385 25.86044)",25.86044,-80.34385,315.31,0.44,0.38,2023-10-01,714,2023/10/01 07:14:00+00,n,290.17,0.97
"POINT (-97.10932 30.55074)",30.55074,-97.10932,302.6,0.71,0.75,2023-10-01,714,2023/10/01 07:14:00+00,n,291.5,1.63
"POINT (-97.06792 30.6119)",30.6119,-97.06792,315.62,0.7,0.75,2023-10-01,714,2023/10/01 07:14:00+00,n,291.69,4.93
"POINT (-97.44129 28.05987)",28.05987,-97.44129,306.93,0.71,0.75,2023-10-01,714,2023/10/01 07:14:00+00,n,287.27,1.93
"POINT (-97.07545 30.61219)",30.61219,-97.07545,321.77,0.7,0.75,2023-10-01,714,2023/10/01 07:14:00+00,n,292.38,7.25
"POINT (-96.54156 28.70247)",28.70247,-96.54156,305.6,0.63,0.72,2023-10-01,714,2023/10/01 07:14:00+00,n,288.34,1.73
"POINT (-97.06744 30.61884)",30.61884,-97.06744,326.86,0.7,0.75,2023-10-01,714,2023/10/01 07:14:00+00,n,292.28,4.93
"POINT (-97.90975 28.82233)",28.82233,-97.90975,305.59,0.77,0.77,2023-10-01,714,2023/10/01 07:14:00+00,n,288.07,1.23
"POINT (-91.24303 30.32653)",30.32653,-91.24303,305.57,0.62,0.54,2023-10-01,714,2023/10/01 07:14:00+00,n,294.38,2.72
"POINT (-97.91232 28.82528)",28.82528,-97.91232,301.14,0.77,0.77,2023-10-01,714,2023/10/01 07:14:00+00,n,288.18,1.14
"POINT (-91.24479 30.58428)",30.58428,-91.24479,305.17,0.63,0.54,2023-10-01,714,2023/10/01 07:14:00+00,n,292.6,0.97
"POINT (-95.75503 29.07206)",29.07206,-95.75503,305.83,0.57,0.69,2023-10-01,714,2023/10/01 07:14:00+00,n,291.39,2.64
"POINT (-80.31947 32.72219)",32.72219,-80.31947,301.62,0.39,0.36,2023-10-01,714,2023/10/01 07:14:00+00,n,289.19,0.32
