WKT,latitude,longitude,brightness,scan,track,acq_date,acq_time,acq_datetime,confidence,brightness_2,frp
"POINT (-155.28459 19.41214)",19.41214,-155.28459,319.71,0.41,0.45,2023-10-01,1219,2023/10/01 12:19:00+00,n,304.96,2.39
"POINT (-155.28864 19.41291)",19.41291,-155.28864,319.85,0.41,0.45,2023-10-01,1219,2023/10/01 12:19:00+00,n,300.25,3.55
"POINT (-155.27586 19.41471)",19.41471,-155.27586,308.85,0.41,0.45,2023-10-01,1219,2023/10/01 12:19:00+00,n,297.41,3.26
"POINT (-155.2798 19.41545)",19.41545,-155.2798,309.64,0.41,0.45,2023-10-01,1219,2023/10/01 12:19:00+00,n,297.54,2.39
"POINT (-155.28389 19.41623)",19.41623,-155.28389,306.66,0.41,0.45,2023-10-01,1219,2023/10/01 12:19:00+00,n,294.41,2.39
"POINT (-79.67978 45.02495)",45.02495,-79.67978,328.84,0.65,0.73,2023-10-01,1654,2023/10/01 16:54:00+00,n,285.03,7.52
"POINT (-79.68185 45.02904)",45.02904,-79.68185,335.56,0.65,0.73,2023-10-01,1654,2023/10/01 16:54:00+00,n,285.14,5.6
"POINT (-78.13332 21.3049)",21.3049,-78.13332,333.8,0.39,0.36,2023-10-01,1828,2023/10/01 18:28:00+00,n,301.49,5.99
"POINT (-78.13386 21.30823)",21.30823,-78.13386,337.74,0.39,0.36,2023-10-01,1828,2023/10/01 18:28:00+00,n,301.05,5.99
"POINT (-77.64894 21.47654)",21.47654,-77.64894,330.99,0.4,0.37,2023-10-01,1828,2023/10/01 18:28:00+00,n,297.24,2.87
"POINT (-79.6356 21.76605)",21.76605,-79.6356,332.83,0.39,0.36,2023-10-01,1828,2023/10/01 18:28:00+00,n,302.51,2.86
"POINT (-92.04308 19.39571)",19.39571,-92.04308,355.07,0.64,0.72,2023-10-01,1828,2023/10/01 18:28:00+00,n,283.42,10.79
"POINT (-92.04901 19.39431)",19.39431,-92.04901,330.58,0.64,0.72,2023-10-01,1828,2023/10/01 18:28:00+00,n,283.37,10.79
"POINT (-92.08286 19.42776)",19.42776,-92.08286,344.49,0.65,0.73,2023-10-01,1828,2023/10/01 18:28:00+00,n,277.53,22.99
"POINT (-77.05757 21.00775)",21.00775,-77.05757,332.78,0.41,0.37,2023-10-01,1828,2023/10/01 18:28:00+00,n,294.93,5.21
"POINT (-77.9134 20.90628)",20.90628,-77.9134,344.18,0.39,0.36,2023-10-01,1828,2023/10/01 18:28:00+00,n,300.76,4.65
"POINT (-81.9015 22.6972)",22.6972,-81.9015,337,0.42,0.38,2023-10-01,1828,2023/10/01 18:28:00+00,n,280.64,6
"POINT (-75.86524 20.84263)",20.84263,-75.86524,339.45,0.45,0.39,2023-10-01,1828,2023/10/01 18:28:00+00,n,302.16,3.84
"POINT (-92.48883 17.89537)",17.89537,-92.48883,355,0.74,0.76,2023-10-01,1828,2023/10/01 18:28:00+00,n,287.03,11.48
"POINT (-82.64445 30.22374)",30.22374,-82.64445,329.41,0.39,0.36,2023-10-01,1830,2023/10/01 18:30:00+00,n,292.67,2.46
"POINT (-88.49488 28.19229)",28.19229,-88.49488,340.96,0.5,0.49,2023-10-01,1830,2023/10/01 18:30:00+00,n,285,14.59
"POINT (-85.03306 30.59311)",30.59311,-85.03306,331.59,0.45,0.39,2023-10-01,1830,2023/10/01 18:30:00+00,n,297.21,2.64
"POINT (-83.13973 30.93413)",30.93413,-83.13973,334.77,0.4,0.37,2023-10-01,1830,2023/10/01 18:30:00+00,n,295.89,3.65
"POINT (-85.07257 30.50606)",30.50606,-85.07257,332.67,0.46,0.39,2023-10-01,1830,2023/10/01 18:30:00+00,n,296.55,3.04
"POINT (-83.04797 30.42434)",30.42434,-83.04797,329.06,0.4,0.37,2023-10-01,1830,2023/10/01 18:30:00+00,n,293.3,2.31
"POINT (-83.20399 30.23739)",30.23739,-83.20399,326.77,0.4,0.37,2023-10-01,1830,2023/10/01 18:30:00+00,n,291.19,2.8
"POINT (-91.27539 35.85139)",35.85139,-91.27539,337.74,0.49,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,300.58,10.51
"POINT (-76.79807 36.49733)",36.49733,-76.79807,329.77,0.4,0.45,2023-10-01,1832,2023/10/01 18:32:00+00,n,295.09,1.94
"POINT (-76.80131 36.49579)",36.49579,-76.80131,338.76,0.4,0.45,2023-10-01,1832,2023/10/01 18:32:00+00,n,295.69,2.48
"POINT (-90.4086 34.40551)",34.40551,-90.4086,330.16,0.48,0.48,2023-10-01,1832,2023/10/01 18:32:00+00,n,297.74,4.7
"POINT (-90.40998 34.4098)",34.4098,-90.40998,337.25,0.48,0.48,2023-10-01,1832,2023/10/01 18:32:00+00,n,291.65,4.7
"POINT (-90.41502 34.40869)",34.40869,-90.41502,349.51,0.48,0.48,2023-10-01,1832,2023/10/01 18:32:00+00,n,295.62,4.7
"POINT (-93.96645 33.56989)",33.56989,-93.96645,329.07,0.39,0.6,2023-10-01,1832,2023/10/01 18:32:00+00,n,294.67,2.26
"POINT (-93.9705 33.56886)",33.56886,-93.9705,329.31,0.39,0.6,2023-10-01,1832,2023/10/01 18:32:00+00,n,295.07,3.55
"POINT (-92.24984 34.00581)",34.00581,-92.24984,339.37,0.62,0.54,2023-10-01,1832,2023/10/01 18:32:00+00,n,297.76,14.18
"POINT (-90.2999 34.66873)",34.66873,-90.2999,342.62,0.47,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,305.3,5.48
"POINT (-90.30484 34.66766)",34.66766,-90.30484,331.15,0.47,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,l,305.14,4.19
"POINT (-85.47314 35.61914)",35.61914,-85.47314,328.63,0.42,0.37,2023-10-01,1832,2023/10/01 18:32:00+00,n,295.59,1.77
"POINT (-85.47402 35.62252)",35.62252,-85.47402,344.99,0.42,0.37,2023-10-01,1832,2023/10/01 18:32:00+00,n,298.91,6.78
"POINT (-85.89385 35.61971)",35.61971,-85.89385,331.74,0.43,0.38,2023-10-01,1832,2023/10/01 18:32:00+00,l,303.63,3.24
"POINT (-88.69065 35.18955)",35.18955,-88.69065,330.98,0.56,0.43,2023-10-01,1832,2023/10/01 18:32:00+00,n,299.2,5.93
"POINT (-83.02475 36.19555)",36.19555,-83.02475,328.61,0.38,0.36,2023-10-01,1832,2023/10/01 18:32:00+00,n,297.18,3.19
"POINT (-82.948 36.30585)",36.30585,-82.948,342.88,0.38,0.36,2023-10-01,1832,2023/10/01 18:32:00+00,n,300.68,4.09
"POINT (-91.5886 34.70903)",34.70903,-91.5886,340.64,0.55,0.51,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.19,12.3
"POINT (-91.59013 34.71356)",34.71356,-91.59013,343.39,0.55,0.51,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.01,16.63
"POINT (-83.4441 36.27125)",36.27125,-83.4441,331.55,0.38,0.36,2023-10-01,1832,2023/10/01 18:32:00+00,n,300.8,2.23
"POINT (-76.84021 37.19645)",37.19645,-76.84021,327.23,0.41,0.45,2023-10-01,1832,2023/10/01 18:32:00+00,n,298.8,2.63
"POINT (-90.34708 35.16673)",35.16673,-90.34708,339.04,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,305.87,8.76
"POINT (-90.35195 35.16566)",35.16566,-90.35195,355.08,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,309.13,8.76
"POINT (-90.38258 35.16345)",35.16345,-90.38258,335.9,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,309.34,3.71
"POINT (-88.76771 35.51734)",35.51734,-88.76771,334.15,0.56,0.43,2023-10-01,1832,2023/10/01 18:32:00+00,n,300.44,4.76
"POINT (-91.21552 35.0059)",35.0059,-91.21552,339.65,0.51,0.5,2023-10-01,1832,2023/10/01 18:32:00+00,n,299.96,9.84
"POINT (-91.217 35.01031)",35.01031,-91.217,341.12,0.51,0.5,2023-10-01,1832,2023/10/01 18:32:00+00,n,300.25,9.06
"POINT (-91.86689 34.87175)",34.87175,-91.86689,333.35,0.56,0.51,2023-10-01,1832,2023/10/01 18:32:00+00,n,300.15,10.19
"POINT (-86.45733 36.05637)",36.05637,-86.45733,329.62,0.44,0.38,2023-10-01,1832,2023/10/01 18:32:00+00,n,298.06,1.11
"POINT (-90.56275 35.39071)",35.39071,-90.56275,331.99,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,l,303.63,3.53
"POINT (-90.56772 35.38962)",35.38962,-90.56772,339.44,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,305.24,3.53
"POINT (-90.47538 35.41421)",35.41421,-90.47538,337.87,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,307.33,11.15
"POINT (-90.56414 35.39493)",35.39493,-90.56414,334.61,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.39,4.54
"POINT (-90.47675 35.41842)",35.41842,-90.47675,356.16,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,312.12,11.15
"POINT (-90.47323 35.42368)",35.42368,-90.47323,341.91,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,305.94,13.17
"POINT (-90.47812 35.42263)",35.42263,-90.47812,350.96,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,315.27,45.11
"POINT (-90.19518 35.48785)",35.48785,-90.19518,342.68,0.44,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,309.59,26.27
"POINT (-90.19991 35.48684)",35.48684,-90.19991,344.69,0.44,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,314.89,38.25
"POINT (-90.47459 35.42789)",35.42789,-90.47459,346.53,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,307.18,13.17
"POINT (-90.47597 35.4321)",35.4321,-90.47597,333.93,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,302.07,4.92
"POINT (-90.47382 35.44157)",35.44157,-90.47382,343.66,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.65,14.97
"POINT (-90.47872 35.44051)",35.44051,-90.47872,355.76,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,307.43,14.97
"POINT (-90.47519 35.44577)",35.44577,-90.47519,342.64,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,304.89,14.97
"POINT (-90.48009 35.44472)",35.44472,-90.48009,355.15,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,308.35,14.97
"POINT (-90.47587 35.43909)",35.43909,-90.47587,336.13,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.44,6.68
"POINT (-90.47723 35.44329)",35.44329,-90.47723,352.96,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,312.63,46.75
"POINT (-90.48212 35.44221)",35.44221,-90.48212,333.11,0.46,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,304.99,18.18
"POINT (-90.96499 35.38049)",35.38049,-90.96499,335.35,0.49,0.48,2023-10-01,1832,2023/10/01 18:32:00+00,n,300.49,5.44
"POINT (-91.31752 35.30584)",35.30584,-91.31752,332.59,0.51,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,302.06,5.54
"POINT (-90.17149 35.67881)",35.67881,-90.17149,339.19,0.44,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,308.37,3.78
"POINT (-90.17618 35.67781)",35.67781,-90.17618,340.41,0.44,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,308.6,4.11
"POINT (-91.3092 35.43296)",35.43296,-91.3092,335.65,0.51,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,306.34,9.96
"POINT (-91.31461 35.43174)",35.43174,-91.31461,354.35,0.51,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,305.76,16.22
"POINT (-91.31609 35.43613)",35.43613,-91.31609,353,0.51,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,305.6,16.22
"POINT (-90.16144 35.69418)",35.69418,-90.16144,348.33,0.44,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,310.62,6.04
"POINT (-90.16612 35.69318)",35.69318,-90.16612,341.65,0.44,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,311.28,6.04
"POINT (-90.92046 35.58447)",35.58447,-90.92046,367,0.48,0.48,2023-10-01,1832,2023/10/01 18:32:00+00,h,306.63,9.95
"POINT (-90.92702 35.58761)",35.58761,-90.92702,340.66,0.48,0.48,2023-10-01,1832,2023/10/01 18:32:00+00,n,302.93,9.95
"POINT (-91.29835 35.53201)",35.53201,-91.29835,341.84,0.5,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,305.61,6.74
"POINT (-91.30374 35.53078)",35.53078,-91.30374,340.58,0.5,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.66,6.74
"POINT (-82.03785 37.23235)",37.23235,-82.03785,327.9,0.39,0.37,2023-10-01,1832,2023/10/01 18:32:00+00,l,299.72,1.63
"POINT (-90.71336 35.68074)",35.68074,-90.71336,355.51,0.47,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,312.08,24.15
"POINT (-90.70978 35.68607)",35.68607,-90.70978,343.27,0.47,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,309.43,34.08
"POINT (-90.84058 35.65735)",35.65735,-90.84058,346.81,0.47,0.48,2023-10-01,1832,2023/10/01 18:32:00+00,n,306.72,19.86
"POINT (-90.84566 35.65623)",35.65623,-90.84566,352.27,0.47,0.48,2023-10-01,1832,2023/10/01 18:32:00+00,n,312.33,39.88
"POINT (-89.77921 35.88996)",35.88996,-89.77921,338.8,0.41,0.45,2023-10-01,1832,2023/10/01 18:32:00+00,n,306.47,2.62
"POINT (-90.71117 35.6903)",35.6903,-90.71117,344.61,0.47,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,312.88,34.08
"POINT (-90.71257 35.69454)",35.69454,-90.71257,353.37,0.47,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,313.61,21.85
"POINT (-90.71754 35.69345)",35.69345,-90.71754,342.82,0.47,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,306.44,18.71
"POINT (-90.8485 35.66477)",35.66477,-90.8485,336.11,0.47,0.48,2023-10-01,1832,2023/10/01 18:32:00+00,n,305.15,5.36
"POINT (-90.71397 35.69877)",35.69877,-90.71397,353.5,0.47,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,309.05,21.85
"POINT (-90.71895 35.69769)",35.69769,-90.71895,355.53,0.47,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,308.35,18.71
"POINT (-91.3156 35.56583)",35.56583,-91.3156,331.34,0.5,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,302.45,4.42
"POINT (-91.33328 35.56659)",35.56659,-91.33328,367,0.51,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,h,301.7,11.53
"POINT (-90.53284 35.74261)",35.74261,-90.53284,351.69,0.45,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,307.14,6.97
"POINT (-90.72037 35.70192)",35.70192,-90.72037,335.61,0.47,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,n,305.08,2.9
"POINT (-91.31709 35.57021)",35.57021,-91.31709,342.39,0.5,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.69,6.86
"POINT (-91.3387 35.56538)",35.56538,-91.3387,335.17,0.51,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,299.82,11.53
"POINT (-91.34409 35.56417)",35.56417,-91.34409,335.02,0.51,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,298.59,6.46
"POINT (-91.34949 35.56297)",35.56297,-91.34949,339.6,0.51,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,300.11,6.46
"POINT (-91.32936 35.57219)",35.57219,-91.32936,342.15,0.5,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,302.33,17.8
"POINT (-91.33476 35.57098)",35.57098,-91.33476,332.39,0.51,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,298.89,11.53
"POINT (-91.33084 35.57657)",35.57657,-91.33084,341.4,0.5,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,301.46,11.59
"POINT (-91.33625 35.57536)",35.57536,-91.33625,331.09,0.51,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,l,305.41,19.74
"POINT (-91.33233 35.58096)",35.58096,-91.33233,341.34,0.5,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.04,11.59
"POINT (-91.33295 35.57391)",35.57391,-91.33295,339.31,0.5,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,300.98,17.33
"POINT (-91.33442 35.5783)",35.5783,-91.33442,349.23,0.5,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,308.39,17.33
"POINT (-90.48836 35.88876)",35.88876,-90.48836,335.3,0.45,0.47,2023-10-01,1832,2023/10/01 18:32:00+00,l,305.87,3.98
"POINT (-91.09573 35.77619)",35.77619,-91.09573,334.96,0.49,0.48,2023-10-01,1832,2023/10/01 18:32:00+00,n,304.63,4.51
"POINT (-91.26186 35.8451)",35.8451,-91.26186,341.79,0.49,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.06,6.23
"POINT (-91.26715 35.84391)",35.84391,-91.26715,342.12,0.49,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,302.06,7.56
"POINT (-91.26862 35.84825)",35.84825,-91.26862,355.17,0.49,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,309.8,10.51
"POINT (-91.28069 35.85019)",35.85019,-91.28069,367,0.49,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,h,300.7,11.92
"POINT (-91.2701 35.85259)",35.85259,-91.2701,352.55,0.49,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,302.68,10.51
"POINT (-91.28211 35.85455)",35.85455,-91.28211,340.07,0.49,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,298.85,6.34
"POINT (-86.80666 36.80564)",36.80564,-86.80666,331.62,0.44,0.39,2023-10-01,1832,2023/10/01 18:32:00+00,n,301.75,2
"POINT (-89.88145 36.2422)",36.2422,-89.88145,355.58,0.41,0.45,2023-10-01,1832,2023/10/01 18:32:00+00,n,313.2,18.73
"POINT (-91.06562 36.03708)",36.03708,-91.06562,342.75,0.48,0.48,2023-10-01,1832,2023/10/01 18:32:00+00,n,306.47,61.2
"POINT (-91.06706 36.04136)",36.04136,-91.06706,343.69,0.48,0.48,2023-10-01,1832,2023/10/01 18:32:00+00,n,307.99,39.17
"POINT (-91.07219 36.04022)",36.04022,-91.07219,340.56,0.48,0.48,2023-10-01,1832,2023/10/01 18:32:00+00,n,309.51,27.66
"POINT (-89.81717 36.40083)",36.40083,-89.81717,353.18,0.4,0.45,2023-10-01,1832,2023/10/01 18:32:00+00,n,310.22,28.49
"POINT (-90.17782 36.3458)",36.3458,-90.17782,352.83,0.42,0.45,2023-10-01,1832,2023/10/01 18:32:00+00,n,311.24,20.85
"POINT (-77.97332 38.29755)",38.29755,-77.97332,338.03,0.56,0.43,2023-10-01,1832,2023/10/01 18:32:00+00,n,295.99,4.46
"POINT (-90.52817 36.31484)",36.31484,-90.52817,344.15,0.44,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,309.49,37.1
"POINT (-90.53431 36.31796)",36.31796,-90.53431,367,0.44,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,h,340.2,83.12
"POINT (-90.52954 36.31897)",36.31897,-90.52954,343.57,0.44,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,307.45,37.1
"POINT (-90.53909 36.31694)",36.31694,-90.53909,339.1,0.44,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,306.08,83.12
"POINT (-90.53203 36.31378)",36.31378,-90.53203,350.62,0.44,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,318.13,26.56
"POINT (-90.5368 36.31273)",36.31273,-90.5368,342.82,0.44,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,312.4,26.56
"POINT (-90.53339 36.31792)",36.31792,-90.53339,367,0.44,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,h,337.32,85.34
"POINT (-90.53816 36.31687)",36.31687,-90.53816,342,0.44,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,307.88,85.34
"POINT (-91.16872 36.19442)",36.19442,-91.16872,337.66,0.48,0.48,2023-10-01,1832,2023/10/01 18:32:00+00,n,299.97,4.46
"POINT (-89.90822 36.47931)",36.47931,-89.90822,340.67,0.41,0.45,2023-10-01,1832,2023/10/01 18:32:00+00,n,309.11,9.89
"POINT (-89.91263 36.47837)",36.47837,-89.91263,354.49,0.41,0.45,2023-10-01,1832,2023/10/01 18:32:00+00,n,315.15,9.89
"POINT (-89.62691 36.54289)",36.54289,-89.62691,336.54,0.39,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.75,2.59
"POINT (-89.6312 36.54199)",36.54199,-89.6312,349.21,0.39,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,n,304.55,5.66
"POINT (-89.63548 36.5411)",36.5411,-89.63548,349.93,0.39,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,n,305.91,5.66
"POINT (-89.63245 36.54593)",36.54593,-89.63245,343.3,0.39,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,n,305.45,4.65
"POINT (-89.63674 36.54504)",36.54504,-89.63674,338.44,0.39,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,n,308.51,4.65
"POINT (-90.21962 36.49749)",36.49749,-90.21962,330.31,0.42,0.45,2023-10-01,1832,2023/10/01 18:32:00+00,l,305.11,5.3
"POINT (-90.21638 36.50254)",36.50254,-90.21638,335.27,0.42,0.45,2023-10-01,1832,2023/10/01 18:32:00+00,n,304.2,5.03
"POINT (-89.71919 36.62164)",36.62164,-89.71919,343.98,0.4,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,n,302.26,14.95
"POINT (-89.72349 36.62072)",36.62072,-89.72349,353.01,0.4,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,n,306.52,14.95
"POINT (-90.23409 36.51175)",36.51175,-90.23409,334.16,0.42,0.45,2023-10-01,1832,2023/10/01 18:32:00+00,l,305.82,4.05
"POINT (-90.45968 36.5024)",36.5024,-90.45968,330.52,0.43,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,299.1,6.4
"POINT (-90.46438 36.50138)",36.50138,-90.46438,350.86,0.43,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.22,6.4
"POINT (-90.46107 36.5065)",36.5065,-90.46107,340.82,0.43,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,302.4,25.24
"POINT (-90.46575 36.50549)",36.50549,-90.46575,346.71,0.43,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,312.32,25.24
"POINT (-82.82793 37.92792)",37.92792,-82.82793,327.76,0.39,0.36,2023-10-01,1832,2023/10/01 18:32:00+00,n,295.84,1.63
"POINT (-89.24371 36.82303)",36.82303,-89.24371,330.06,0.56,0.43,2023-10-01,1832,2023/10/01 18:32:00+00,l,304.07,7.06
"POINT (-89.23882 36.82813)",36.82813,-89.23882,347.25,0.56,0.43,2023-10-01,1832,2023/10/01 18:32:00+00,n,308.04,13.92
"POINT (-89.24493 36.82687)",36.82687,-89.24493,347.21,0.56,0.43,2023-10-01,1832,2023/10/01 18:32:00+00,n,306.41,7.06
"POINT (-89.24004 36.83198)",36.83198,-89.24004,344.1,0.56,0.43,2023-10-01,1832,2023/10/01 18:32:00+00,n,307.83,13.78
"POINT (-90.11469 36.65672)",36.65672,-90.11469,345.42,0.41,0.45,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.61,5.74
"POINT (-89.73724 36.79568)",36.79568,-89.73724,333.3,0.39,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,l,304.45,5.99
"POINT (-89.74154 36.79479)",36.79479,-89.74154,355.44,0.39,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,n,313.34,5.99
"POINT (-89.74282 36.79873)",36.79873,-89.74282,337.06,0.39,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,l,307.28,5.99
"POINT (-89.28349 36.96644)",36.96644,-89.28349,344.18,0.56,0.43,2023-10-01,1832,2023/10/01 18:32:00+00,n,305.47,5.56
"POINT (-89.74849 36.92078)",36.92078,-89.74849,344.08,0.39,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,n,308.98,4.87
"POINT (-89.74976 36.92472)",36.92472,-89.74976,339.33,0.39,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,n,304.52,4.87
"POINT (-89.7478 36.92236)",36.92236,-89.7478,343.13,0.39,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,n,307.09,5.6
"POINT (-89.75208 36.92146)",36.92146,-89.75208,339.43,0.39,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.1,5.6
"POINT (-83.80753 38.01066)",38.01066,-83.80753,327.56,0.38,0.36,2023-10-01,1832,2023/10/01 18:32:00+00,l,300.4,2.02
"POINT (-75.43013 39.13375)",39.13375,-75.43013,338.57,0.51,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,294.68,3.28
"POINT (-77.61539 38.9527)",38.9527,-77.61539,335.52,0.39,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,n,296.08,2.82
"POINT (-77.59809 39.15614)",39.15614,-77.59809,344.08,0.4,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,n,295.47,4.27
"POINT (-82.82399 38.59766)",38.59766,-82.82399,345.55,0.39,0.36,2023-10-01,1832,2023/10/01 18:32:00+00,n,308.36,6.22
"POINT (-84.89361 31.04552)",31.04552,-84.89361,335.58,0.44,0.39,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.91,2.15
"POINT (-82.75013 31.44041)",31.44041,-82.75013,329.59,0.39,0.36,2023-10-01,1832,2023/10/01 18:32:00+00,n,299.87,1.17
"POINT (-90.95732 30.098)",30.098,-90.95732,329.36,0.32,0.55,2023-10-01,1832,2023/10/01 18:32:00+00,l,303.71,2.99
"POINT (-92.18304 29.82229)",29.82229,-92.18304,349.67,0.38,0.59,2023-10-01,1832,2023/10/01 18:32:00+00,n,301.93,7.26
"POINT (-92.18684 29.82137)",29.82137,-92.18684,330.81,0.38,0.59,2023-10-01,1832,2023/10/01 18:32:00+00,l,302.38,5.83
"POINT (-84.86476 31.35684)",31.35684,-84.86476,334.79,0.44,0.38,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.37,2.85
"POINT (-81.57283 31.89753)",31.89753,-81.57283,336.39,0.38,0.36,2023-10-01,1832,2023/10/01 18:32:00+00,n,301.11,2.48
"POINT (-81.57687 31.89692)",31.89692,-81.57687,345.37,0.38,0.36,2023-10-01,1832,2023/10/01 18:32:00+00,n,301.86,2.48
"POINT (-91.24801 30.33074)",30.33074,-91.24801,367,0.33,0.55,2023-10-01,1832,2023/10/01 18:32:00+00,h,303.03,7.75
"POINT (-82.49752 32.06618)",32.06618,-82.49752,333.14,0.39,0.36,2023-10-01,1832,2023/10/01 18:32:00+00,n,302.71,4.19
"POINT (-85.33115 31.6102)",31.6102,-85.33115,331.34,0.45,0.39,2023-10-01,1832,2023/10/01 18:32:00+00,n,299.63,4.91
"POINT (-85.33588 31.60935)",31.60935,-85.33588,331.34,0.45,0.39,2023-10-01,1832,2023/10/01 18:32:00+00,n,300.3,5.28
"POINT (-87.98615 31.14961)",31.14961,-87.98615,345.36,0.41,0.45,2023-10-01,1832,2023/10/01 18:32:00+00,n,309.85,8
